term,frequency,total,idf
vulnerabilitylocationcontainerscan,6,4074,6.520621127558696
correct,12,4074,5.827473946998751
testact,3,4074,7.213768308118642
repli,19,4074,5.3679416176203105
suppli,9,4074,6.115156019450532
task,117,4074,3.550206661988995
destin,5,4074,6.70294268435265
environmentid,6,4074,6.520621127558696
mutation.issuemov,6,4074,6.520621127558696
pprof,4,4074,6.926086235666861
dastscannerprofil,6,4074,6.520621127558696
displai,48,4074,4.44117958587886
complianceframeworkedg,6,4074,6.520621127558696
starter,2,4074,7.619233416226805
cipipelineid,6,4074,6.520621127558696
edg,17,4074,5.4791672527305355
mutation.epictreereord,6,4074,6.520621127558696
dell,3,4074,7.213768308118642
scrum,3,4074,7.213768308118642
initcontain,6,4074,6.520621127558696
francisco,3,4074,7.213768308118642
host,110,4074,3.611900230994335
null,8,4074,6.2329390551069155
abov,30,4074,4.911183215124596
metricimag,6,4074,6.520621127558696
postgressql,3,4074,7.213768308118642
high,37,4074,4.701462684142527
onlin,8,4074,6.2329390551069155
notifi,13,4074,5.7474312393252145
counts.us,1,4074,8.31238059678675
major,47,4074,4.462232995076692
welcom,17,4074,5.4791672527305355
principl,13,4074,5.7474312393252145
threat,3,4074,7.213768308118642
/builds/namespace/project,2,4074,7.619233416226805
usercore.snippet,6,4074,6.520621127558696
amen.fr,2,4074,7.619233416226805
auto,87,4074,3.8464724781321675
clustersclusterid,6,4074,6.520621127558696
chocolatei,3,4074,7.213768308118642
pipelinestatusenum,6,4074,6.520621127558696
effici,18,4074,5.422008838890586
panels.i,3,4074,7.213768308118642
error,240,4074,2.83174167344476
auth,4,4074,6.926086235666861
hardcod,3,4074,7.213768308118642
factor,32,4074,4.846644693987025
cijobartifact,6,4074,6.520621127558696
ciminutesnamespacemonthlyusag,4,4074,6.926086235666861
denial,3,4074,7.213768308118642
helix,3,4074,7.213768308118642
thread,24,4074,5.1343267664388055
mergerequestsresolvernegatedparam,6,4074,6.520621127558696
launch,6,4074,6.520621127558696
insert,16,4074,5.53979187454697
header,32,4074,4.846644693987025
plaform,4,4074,6.926086235666861
mutation.oncallscheduleupd,6,4074,6.520621127558696
slave,2,4074,7.619233416226805
attributes.json,2,4074,7.619233416226805
requirementst,6,4074,6.520621127558696
counts.navbar,1,4074,8.31238059678675
expens,6,4074,6.520621127558696
project.vulner,6,4074,6.520621127558696
measurement.log,3,4074,7.213768308118642
still,8,4074,6.2329390551069155
errno,2,4074,7.619233416226805
payloadalertfieldpathseg,6,4074,6.520621127558696
final,11,4074,5.914485323988381
groupmemberedg,6,4074,6.520621127558696
2.31.x,3,4074,7.213768308118642
ec2,7,4074,6.366470447731438
classif,3,4074,7.213768308118642
recov,6,4074,6.520621127558696
sentryerroredg,6,4074,6.520621127558696
asciidoc,3,4074,7.213768308118642
cirunneredg,6,4074,6.520621127558696
record,46,4074,4.483739200297656
multipl,158,4074,3.2497855637597843
concern,19,4074,5.3679416176203105
babel,3,4074,7.213768308118642
boost,2,4074,7.619233416226805
vulnerabilitydetailint,6,4074,6.520621127558696
jiraprojectedg,6,4074,6.520621127558696
backend,35,4074,4.757032535297338
mutation.awardemojitoggl,6,4074,6.520621127558696
mutation.vulnerabilityresolv,6,4074,6.520621127558696
releas,126,4074,3.4760986898352733
commonli,6,4074,6.520621127558696
gitaly.filesystem,1,4074,8.31238059678675
counts.ldap,1,4074,8.31238059678675
roadmap,16,4074,5.53979187454697
feedback,3,4074,7.213768308118642
rackspac,5,4074,6.70294268435265
kubernetesdnsconfigopt,2,4074,7.619233416226805
meant,14,4074,5.673323267171493
rollback,15,4074,5.604330395684541
hide,17,4074,5.4791672527305355
sastciconfigurationoptionsentityconnect,6,4074,6.520621127558696
openshift,8,4074,6.2329390551069155
licensehistoryentryconnect,6,4074,6.520621127558696
modul,37,4074,4.701462684142527
boardedg,6,4074,6.520621127558696
utilis,3,4074,7.213768308118642
singleton,3,4074,7.213768308118642
mankind,2,4074,7.619233416226805
vulnerabilitysever,6,4074,6.520621127558696
project.issu,6,4074,6.520621127558696
outbound,5,4074,6.70294268435265
packagespackageid,6,4074,6.520621127558696
flowdock,3,4074,7.213768308118642
config.yml,3,4074,7.213768308118642
made,21,4074,5.267858159063328
incidentmanagementoncallschedul,6,4074,6.520621127558696
kuberneteshelp,3,4074,7.213768308118642
crawler,3,4074,7.213768308118642
hook,44,4074,4.52819096286849
drag,5,4074,6.70294268435265
neteas,2,4074,7.619233416226805
protocol,16,4074,5.53979187454697
spent,6,4074,6.520621127558696
concept,26,4074,5.054284058765269
unprivileg,2,4074,7.619233416226805
comma,3,4074,7.213768308118642
codequalitydegradationconnect,6,4074,6.520621127558696
vulnerabilityconnect,6,4074,6.520621127558696
slash,17,4074,5.4791672527305355
custom,355,4074,2.4402628073113353
maco,31,4074,4.8783933923016045
templates/notes.txt,4,4074,6.926086235666861
counts.secret,1,4074,8.31238059678675
backport,7,4074,6.366470447731438
anomali,3,4074,7.213768308118642
right,25,4074,5.093504771918551
deadlin,7,4074,6.366470447731438
inlin,12,4074,5.827473946998751
websit,24,4074,5.1343267664388055
smoke,6,4074,6.520621127558696
bugzilla,6,4074,6.520621127558696
number,84,4074,3.8815637979434374
audit,25,4074,5.093504771918551
unsign,3,4074,7.213768308118642
enomem,2,4074,7.619233416226805
owasp,5,4074,6.70294268435265
escalationpolicytypeedg,4,4074,6.926086235666861
audio,3,4074,7.213768308118642
terraformstateversionregistri,6,4074,6.520621127558696
referr,3,4074,7.213768308118642
counter,9,4074,6.115156019450532
mutation.updateepicboardlist,6,4074,6.520621127558696
mergerequestassignee.starredproject,6,4074,6.520621127558696
typeenum,6,4074,6.520621127558696
strace,6,4074,6.520621127558696
alertmanagementpayloadalertfieldinput,6,4074,6.520621127558696
qualiti,6,4074,6.520621127558696
assigneewildcardid,6,4074,6.520621127558696
networkpolicyedg,4,4074,6.926086235666861
packagesconanmetadatumid,6,4074,6.520621127558696
lsif,3,4074,7.213768308118642
excess,3,4074,7.213768308118642
unintent,3,4074,7.213768308118642
internet/dn,3,4074,7.213768308118642
target,35,4074,4.757032535297338
changelog,27,4074,5.016543730782422
graphicsmagick,3,4074,7.213768308118642
surefir,3,4074,7.213768308118642
gaug,3,4074,7.213768308118642
vulnerabilitiesscannerid,6,4074,6.520621127558696
filter2m,3,4074,7.213768308118642
difficult,10,4074,6.009795503792706
snippetedg,6,4074,6.520621127558696
abil,18,4074,5.422008838890586
epicboard,6,4074,6.520621127558696
jupyt,6,4074,6.520621127558696
home,4,4074,6.926086235666861
facebook,3,4074,7.213768308118642
marginalia,3,4074,7.213768308118642
deep,21,4074,5.267858159063328
dropdown,3,4074,7.213768308118642
designatversionedg,6,4074,6.520621127558696
dependencylinkmetadata,4,4074,6.926086235666861
lifecycl,6,4074,6.520621127558696
pushov,3,4074,7.213768308118642
timeboxreport,6,4074,6.520621127558696
5m,3,4074,7.213768308118642
mutation.todomarkdon,6,4074,6.520621127558696
ssrf,6,4074,6.520621127558696
gravatar/libravatar,4,4074,6.926086235666861
gate,3,4074,7.213768308118642
usagetrendsmeasur,6,4074,6.520621127558696
13.1.0,3,4074,7.213768308118642
earlier,20,4074,5.31664832323276
varieti,12,4074,5.827473946998751
hold,3,4074,7.213768308118642
take,58,4074,4.251937586240332
sprite,3,4074,7.213768308118642
fragil,3,4074,7.213768308118642
sensibl,2,4074,7.619233416226805
memberinterfac,6,4074,6.520621127558696
usercalloutconnect,6,4074,6.520621127558696
gather,15,4074,5.604330395684541
visits.analyt,1,4074,8.31238059678675
counts.project,1,4074,8.31238059678675
incidentmanagementoncallscheduleconnect,6,4074,6.520621127558696
pretti,3,4074,7.213768308118642
diffstatssummari,6,4074,6.520621127558696
listid,6,4074,6.520621127558696
stori,6,4074,6.520621127558696
counts.clust,1,4074,8.31238059678675
mergerequestdiffregistryconnect,6,4074,6.520621127558696
revok,38,4074,4.674794437060365
store,109,4074,3.6210327145576073
gitpod,7,4074,6.366470447731438
outlin,19,4074,5.3679416176203105
demand,12,4074,5.827473946998751
layer,9,4074,6.115156019450532
negatedepicfilterinput,4,4074,6.926086235666861
revoc,6,4074,6.520621127558696
produc,5,4074,6.70294268435265
.gitignor,3,4074,7.213768308118642
except,30,4074,4.911183215124596
cibuildne,6,4074,6.520621127558696
recip,10,4074,6.009795503792706
noteconnect,6,4074,6.520621127558696
gitlab.checkconfig,2,4074,7.619233416226805
sastciconfigurationoptionsentityedg,6,4074,6.520621127558696
containerrepositorytagconnect,6,4074,6.520621127558696
modifi,55,4074,4.3050474115542805
capybara,3,4074,7.213768308118642
gradl,6,4074,6.520621127558696
draft,3,4074,7.213768308118642
browserstack,3,4074,7.213768308118642
tail,8,4074,6.2329390551069155
incidentmanagementoncallshift,6,4074,6.520621127558696
light,3,4074,7.213768308118642
distinct,3,4074,7.213768308118642
mutation.removeawardemoji,2,4074,7.619233416226805
groupsaml,3,4074,7.213768308118642
grade,6,4074,6.520621127558696
jiraprojectconnect,6,4074,6.520621127558696
previous,2,4074,7.619233416226805
inkl.com,2,4074,7.619233416226805
debt,3,4074,7.213768308118642
agreement,6,4074,6.520621127558696
icon,11,4074,5.914485323988381
releaseevidenceconnect,6,4074,6.520621127558696
chrome,3,4074,7.213768308118642
without,32,4074,4.846644693987025
user.starredproject,6,4074,6.520621127558696
counts.lf,1,4074,8.31238059678675
wysiwyg,3,4074,7.213768308118642
defaultprojectsfeatur,4,4074,6.926086235666861
mutation.mergerequestupd,6,4074,6.520621127558696
2m,3,4074,7.213768308118642
underli,8,4074,6.2329390551069155
multilin,6,4074,6.520621127558696
mutation.enabledevopsadoptionnamespac,4,4074,6.926086235666861
optim,36,4074,4.728861658330641
gener,233,4074,2.8613421432210506
issues/pul,6,4074,6.520621127558696
servicerespons,3,4074,7.213768308118642
treat,2,4074,7.619233416226805
usagetrendsmeasurementedg,6,4074,6.520621127558696
escalationpolicytypeconnect,4,4074,6.926086235666861
mailer,3,4074,7.213768308118642
network,54,4074,4.323396550222477
grace,4,4074,6.926086235666861
comprehens,6,4074,6.520621127558696
environment.metricsdashboard,6,4074,6.520621127558696
design.currentusertodo,6,4074,6.520621127558696
mutation.epicsetsubscript,6,4074,6.520621127558696
dear,2,4074,7.619233416226805
nohup,2,4074,7.619233416226805
unlock,3,4074,7.213768308118642
fogbugz,3,4074,7.213768308118642
smtpout.europe.secureserver.net,2,4074,7.619233416226805
deal,12,4074,5.827473946998751
vulnerabilitydetaildiff,6,4074,6.520621127558696
kei,135,4074,3.4071058183483216
stick,3,4074,7.213768308118642
signal,4,4074,6.926086235666861
reus,6,4074,6.520621127558696
placehold,15,4074,5.604330395684541
accessdeniedexcept,4,4074,6.926086235666861
query.usagetrendsmeasur,6,4074,6.520621127558696
listen,6,4074,6.520621127558696
segment,12,4074,5.827473946998751
workflow,84,4074,3.8815637979434374
admin,48,4074,4.44117958587886
sastciconfigurationentityconnect,6,4074,6.520621127558696
creator,3,4074,7.213768308118642
procedur,11,4074,5.914485323988381
owner,26,4074,5.054284058765269
warrant,3,4074,7.213768308118642
mutation.updatenot,6,4074,6.520621127558696
graphql,66,4074,4.122725854760326
anyuid,2,4074,7.619233416226805
counts.in,1,4074,8.31238059678675
acycl,9,4074,6.115156019450532
bind,6,4074,6.520621127558696
group.vulnerabilitiescountbydai,6,4074,6.520621127558696
develop,261,4074,2.7478601894640575
epiclistedg,6,4074,6.520621127558696
tobedefin,3,4074,7.213768308118642
expect,35,4074,4.757032535297338
containerrepositorydetail,6,4074,6.520621127558696
dvc,6,4074,6.520621127558696
design.vers,6,4074,6.520621127558696
boardepicconnect,6,4074,6.520621127558696
terraform,20,4074,5.31664832323276
discoveri,5,4074,6.70294268435265
sidekiq.log,3,4074,7.213768308118642
nilclass,5,4074,6.70294268435265
releaseevid,6,4074,6.520621127558696
vulnerablepackag,6,4074,6.520621127558696
livenessprobe/readinessprob,4,4074,6.926086235666861
youtrack,6,4074,6.520621127558696
name.json,2,4074,7.619233416226805
abstract,9,4074,6.115156019450532
object,148,4074,3.315168323022636
rest,21,4074,5.267858159063328
better,15,4074,5.604330395684541
group.packag,6,4074,6.520621127558696
cibuildid,6,4074,6.520621127558696
tracker,20,4074,5.31664832323276
suffix,5,4074,6.70294268435265
configur,1033,4074,1.3721581276671126
uuid,1,4074,8.31238059678675
pipelineconnect,6,4074,6.520621127558696
index.j,6,4074,6.520621127558696
due,32,4074,4.846644693987025
epicconnect,6,4074,6.520621127558696
elig,3,4074,7.213768308118642
speed,18,4074,5.422008838890586
gitlab.com,77,4074,3.968575174933067
revis,6,4074,6.520621127558696
suffic,3,4074,7.213768308118642
enqueu,3,4074,7.213768308118642
dasttargettypeenum,6,4074,6.520621127558696
assembla,3,4074,7.213768308118642
troubleshooting/fix,3,4074,7.213768308118642
fulli,10,4074,6.009795503792706
abac,3,4074,7.213768308118642
applicationrecord,6,4074,6.520621127558696
evict,4,4074,6.926086235666861
releasesourceconnect,6,4074,6.520621127558696
mergerequestreviewer.todo,6,4074,6.520621127558696
visibilitylevelsenum,6,4074,6.520621127558696
mandat,3,4074,7.213768308118642
increas,22,4074,5.221338143428436
runnerplatformconnect,6,4074,6.520621127558696
entri,43,4074,4.551180481093189
specif,178,4074,3.1305970464946657
rather,7,4074,6.366470447731438
among,2,4074,7.619233416226805
freehostia,2,4074,7.619233416226805
dashboard,87,4074,3.8464724781321675
bike,3,4074,7.213768308118642
modif,3,4074,7.213768308118642
somehow,3,4074,7.213768308118642
designversion.designsatvers,6,4074,6.520621127558696
project.vulnerabilitiescountbydai,6,4074,6.520621127558696
designedg,6,4074,6.520621127558696
dsa,1,4074,8.31238059678675
repository.paginatedtre,4,4074,6.926086235666861
alertmanagementdomainfilt,6,4074,6.520621127558696
agentconfigur,4,4074,6.926086235666861
throughput,11,4074,5.914485323988381
dry,1,4074,8.31238059678675
unsupport,11,4074,5.914485323988381
tabl,142,4074,3.3565535391854904
dastsitevalidationstrategyenum,6,4074,6.520621127558696
macro,3,4074,7.213768308118642
group.iterationcad,6,4074,6.520621127558696
groupwikirepositoryregistri,6,4074,6.520621127558696
pipelineartifactregistryedg,6,4074,6.520621127558696
counts.ep,1,4074,8.31238059678675
mergerequestdiffregistri,6,4074,6.520621127558696
april,3,4074,7.213768308118642
repo,2,4074,7.619233416226805
plain,3,4074,7.213768308118642
campaign,2,4074,7.619233416226805
.gitlab/,3,4074,7.213768308118642
serviceedg,6,4074,6.520621127558696
spec.rb,3,4074,7.213768308118642
uniniti,3,4074,7.213768308118642
quali,3,4074,7.213768308118642
keep,76,4074,3.98164725650042
negatedmilestonewildcardid,4,4074,6.926086235666861
advanc,117,4074,3.550206661988995
hostsuffix,4,4074,6.926086235666861
keyword,14,4074,5.673323267171493
vue.j,12,4074,5.827473946998751
spec.clusterip,2,4074,7.619233416226805
elev,2,4074,7.619233416226805
cigroupconnect,6,4074,6.520621127558696
counts.assigne,1,4074,8.31238059678675
gotcha,22,4074,5.221338143428436
vulnerabilityidentifi,6,4074,6.520621127558696
uncommon,6,4074,6.520621127558696
openstack,9,4074,6.115156019450532
postman,9,4074,6.115156019450532
suffer,3,4074,7.213768308118642
gain,3,4074,7.213768308118642
mutation.destroycontainerrepositori,6,4074,6.520621127558696
counts.requir,1,4074,8.31238059678675
sysctl,2,4074,7.619233416226805
dynam,47,4074,4.462232995076692
mutation.prometheusintegrationcr,6,4074,6.520621127558696
subvers,3,4074,7.213768308118642
dpl,3,4074,7.213768308118642
usernam,18,4074,5.422008838890586
atoum,3,4074,7.213768308118642
counts.ci,1,4074,8.31238059678675
ldapsearch,3,4074,7.213768308118642
unprocess,2,4074,7.619233416226805
epic.ancestor,4,4074,6.926086235666861
counts.geo,1,4074,8.31238059678675
knativ,6,4074,6.520621127558696
codeown,3,4074,7.213768308118642
application.log,3,4074,7.213768308118642
usercoreconnect,6,4074,6.520621127558696
rollout,9,4074,6.115156019450532
moder,3,4074,7.213768308118642
frown,2,4074,7.619233416226805
import/no,3,4074,7.213768308118642
model,53,4074,4.342088683234629
dom,6,4074,6.520621127558696
memberinterfaceconnect,6,4074,6.520621127558696
crime,3,4074,7.213768308118642
mutation.exportrequir,6,4074,6.520621127558696
boolean,6,4074,6.520621127558696
super,4,4074,6.926086235666861
possess,2,4074,7.619233416226805
normal,9,4074,6.115156019450532
anti,6,4074,6.520621127558696
doe,69,4074,4.078274092189492
reason,33,4074,4.815873035320271
doc,41,4074,4.598808530082443
snippetblob,6,4074,6.520621127558696
repocheck.log,3,4074,7.213768308118642
relationship,21,4074,5.267858159063328
children,6,4074,6.520621127558696
runners.dock,6,4074,6.520621127558696
unus,6,4074,6.520621127558696
exceed,7,4074,6.366470447731438
parent,26,4074,5.054284058765269
a/b/n,3,4074,7.213768308118642
portal,12,4074,5.827473946998751
terraformstateconnect,6,4074,6.520621127558696
vote,3,4074,7.213768308118642
bound,6,4074,6.520621127558696
overwrit,5,4074,6.70294268435265
limit,384,4074,2.3617380441990243
slack,15,4074,5.604330395684541
counts.al,1,4074,8.31238059678675
graphic,2,4074,7.619233416226805
noteabl,2,4074,7.619233416226805
within,32,4074,4.846644693987025
dnd,1,4074,8.31238059678675
untrust,7,4074,6.366470447731438
reli,17,4074,5.4791672527305355
counts.sourc,1,4074,8.31238059678675
rememb,8,4074,6.2329390551069155
opensr,2,4074,7.619233416226805
vulnerability.issuelink,6,4074,6.520621127558696
hostnam,23,4074,5.176886380857601
vulnerabilitiescountbydayedg,6,4074,6.520621127558696
carri,3,4074,7.213768308118642
thano,3,4074,7.213768308118642
refresh,9,4074,6.115156019450532
milestoneconnect,6,4074,6.520621127558696
devopsadoptionseg,2,4074,7.619233416226805
illustr,14,4074,5.673323267171493
import/export,32,4074,4.846644693987025
achiev,6,4074,6.520621127558696
thank,9,4074,6.115156019450532
ciconfigstageconnect,6,4074,6.520621127558696
pipeline.securityreportfind,6,4074,6.520621127558696
project.alertmanagementalertstatuscount,6,4074,6.520621127558696
falco,2,4074,7.619233416226805
crowd,6,4074,6.520621127558696
mutation.mergerequestsetlabel,6,4074,6.520621127558696
possible/log,3,4074,7.213768308118642
global.hosts.domain,1,4074,8.31238059678675
power,9,4074,6.115156019450532
gitlabktl,2,4074,7.619233416226805
view,253,4074,2.778991108059231
practic,61,4074,4.20150673261344
distribut,55,4074,4.3050474115542805
twine,5,4074,6.70294268435265
alertmanagementalertstatuscountstyp,6,4074,6.520621127558696
level,234,4074,2.8570594814290495
slug,5,4074,6.70294268435265
docker.go,2,4074,7.619233416226805
place,13,4074,5.7474312393252145
collect,92,4074,3.7905920197377108
vulnerabilitydetailurl,6,4074,6.520621127558696
sync,31,4074,4.8783933923016045
sentryerrorstacktrac,6,4074,6.520621127558696
orphan,3,4074,7.213768308118642
modal,9,4074,6.115156019450532
epic.rb,3,4074,7.213768308118642
pathlockconnect,6,4074,6.520621127558696
jwt,6,4074,6.520621127558696
handl,74,4074,4.0083155035825815
observatori,3,4074,7.213768308118642
gitalycli,3,4074,7.213768308118642
handi,2,4074,7.619233416226805
epicboardconnect,6,4074,6.520621127558696
detail,136,4074,3.3997257110506993
rundastscanpayload,2,4074,7.619233416226805
mutation.updateboardlist,6,4074,6.520621127558696
releaseassetsinput,6,4074,6.520621127558696
footnot,5,4074,6.70294268435265
epicdescendantcount,6,4074,6.520621127558696
dastscannerprofileid,6,4074,6.520621127558696
entir,16,4074,5.53979187454697
rubocop,8,4074,6.2329390551069155
screen,4,4074,6.926086235666861
spotbug,6,4074,6.520621127558696
break,35,4074,4.757032535297338
eachbatch,3,4074,7.213768308118642
secrets.yml,3,4074,7.213768308118642
bonu,2,4074,7.619233416226805
alertmanagementintegr,6,4074,6.520621127558696
bundle.pem,5,4074,6.70294268435265
runnerplatformedg,6,4074,6.520621127558696
name,215,4074,2.9417425686590883
adjust,19,4074,5.3679416176203105
period,23,4074,5.176886380857601
benefici,2,4074,7.619233416226805
counts.issu,1,4074,8.31238059678675
.pre,6,4074,6.520621127558696
mutation.deleteannot,6,4074,6.520621127558696
manpow,2,4074,7.619233416226805
packagesnugetmetadatumid,6,4074,6.520621127558696
releaselink,6,4074,6.520621127558696
nosuchelementexcept,3,4074,7.213768308118642
cross,20,4074,5.31664832323276
dir,2,4074,7.619233416226805
currentusertodos.currentusertodo,6,4074,6.520621127558696
popul,6,4074,6.520621127558696
watch,5,4074,6.70294268435265
failur,57,4074,4.269329328952201
enabl,628,4074,1.8698404303185523
overcommit,3,4074,7.213768308118642
dig,6,4074,6.520621127558696
bamboo,6,4074,6.520621127558696
mailgun,2,4074,7.619233416226805
nativ,40,4074,4.623501142672815
boundari,6,4074,6.520621127558696
avatar.png,3,4074,7.213768308118642
query.devopsadoptionseg,2,4074,7.619233416226805
app/assets/images/icons.json,3,4074,7.213768308118642
snippetpermiss,6,4074,6.520621127558696
zendesk,1,4074,8.31238059678675
cluster,184,4074,3.0974448391777654
vulnerabilityseveritiescount,6,4074,6.520621127558696
requestsnamespac,3,4074,7.213768308118642
statusact,6,4074,6.520621127558696
vulnerabilitydetailt,6,4074,6.520621127558696
counts.suggest,1,4074,8.31238059678675
webgo.d,2,4074,7.619233416226805
searchabl,3,4074,7.213768308118642
autogener,5,4074,6.70294268435265
central,4,4074,6.926086235666861
mergerequestedg,6,4074,6.520621127558696
coordin,6,4074,6.520621127558696
download,147,4074,3.3219480100080148
groupstat,6,4074,6.520621127558696
messag,99,4074,3.717260746652161
jsonstr,6,4074,6.520621127558696
migrat,230,4074,2.8743012878635557
counts.commit,1,4074,8.31238059678675
version,741,4074,1.7043799714906642
containerrepositoryedg,6,4074,6.520621127558696
os.expand,4,4074,6.926086235666861
project.dastsiteprofil,6,4074,6.520621127558696
easydn,2,4074,7.619233416226805
runners.kubernet,2,4074,7.619233416226805
helmfil,2,4074,7.619233416226805
project.dastsitevalid,6,4074,6.520621127558696
rspec,38,4074,4.674794437060365
3.1.1,1,4074,8.31238059678675
mutation.issuesetsever,6,4074,6.520621127558696
cistag,6,4074,6.520621127558696
enter,10,4074,6.009795503792706
footer,3,4074,7.213768308118642
acceler,3,4074,7.213768308118642
runners.cach,8,4074,6.2329390551069155
front,10,4074,6.009795503792706
query.instancestatisticsmeasur,6,4074,6.520621127558696
project.pipelin,6,4074,6.520621127558696
terminologi,8,4074,6.2329390551069155
favicon,6,4074,6.520621127558696
balanc,50,4074,4.400357591358605
alertmanagementalertsort,6,4074,6.520621127558696
slow,19,4074,5.3679416176203105
postfix,6,4074,6.520621127558696
releaseslinkid,6,4074,6.520621127558696
slot,8,4074,6.2329390551069155
keyboard,24,4074,5.1343267664388055
strategi,47,4074,4.462232995076692
redo,6,4074,6.520621127558696
reposit,6,4074,6.520621127558696
sastciconfigurationentityinput,6,4074,6.520621127558696
succe,6,4074,6.520621127558696
mutation.scanexecutionpolicycommit,4,4074,6.926086235666861
redi,128,4074,3.460350332867134
kaniko,3,4074,7.213768308118642
suggest,18,4074,5.422008838890586
apifuzzingciconfigur,6,4074,6.520621127558696
jre,3,4074,7.213768308118642
semgrep,4,4074,6.926086235666861
mutation.namespaceincreasestoragetemporarili,6,4074,6.520621127558696
regexp,6,4074,6.520621127558696
i18n,6,4074,6.520621127558696
mutation.groupupd,4,4074,6.926086235666861
incidentmanagementescalationruleid,4,4074,6.926086235666861
cardin,3,4074,7.213768308118642
registryst,6,4074,6.520621127558696
awardemojiadd,2,4074,7.619233416226805
protobuf,3,4074,7.213768308118642
bundl,48,4074,4.44117958587886
detailedstatu,6,4074,6.520621127558696
sidekiq,98,4074,3.7274131181161794
hostedemail.com,2,4074,7.619233416226805
prefetch,3,4074,7.213768308118642
deb,4,4074,6.926086235666861
dastsitevalid,6,4074,6.520621127558696
remedi,7,4074,6.366470447731438
extract,9,4074,6.115156019450532
retent,6,4074,6.520621127558696
packagefileedg,6,4074,6.520621127558696
codequalitydegradationsever,6,4074,6.520621127558696
although,10,4074,6.009795503792706
anim,3,4074,7.213768308118642
engin,20,4074,5.31664832323276
phantomj,3,4074,7.213768308118642
fsck,2,4074,7.619233416226805
timeboxmetr,6,4074,6.520621127558696
disallow,3,4074,7.213768308118642
mutation.addawardemoji,2,4074,7.619233416226805
crond,3,4074,7.213768308118642
secret,88,4074,3.835043782308545
webserv,7,4074,6.366470447731438
jpg,3,4074,7.213768308118642
.gitattribut,3,4074,7.213768308118642
conanmetadatumfiletypeenum,6,4074,6.520621127558696
designatversionconnect,6,4074,6.520621127558696
interv,13,4074,5.7474312393252145
.find,3,4074,7.213768308118642
incompat,3,4074,7.213768308118642
app/graphql/gitlab,3,4074,7.213768308118642
cohort,6,4074,6.520621127558696
boardepic.children,6,4074,6.520621127558696
intern,64,4074,4.153497513427079
failov,24,4074,5.1343267664388055
scratch,6,4074,6.520621127558696
pipe,6,4074,6.520621127558696
mutation.updateboardepicuserprefer,6,4074,6.520621127558696
packagestatu,6,4074,6.520621127558696
attr,2,4074,7.619233416226805
busi,6,4074,6.520621127558696
real,13,4074,5.7474312393252145
openid,9,4074,6.115156019450532
video,22,4074,5.221338143428436
mutation.releasedelet,6,4074,6.520621127558696
todoedg,6,4074,6.520621127558696
unix,7,4074,6.366470447731438
instancesecuritydashboard.vulnerabilityseveritiescount,6,4074,6.520621127558696
read,134,4074,3.4145407968358397
job,236,4074,2.848548791761141
unit,31,4074,4.8783933923016045
config/featur,3,4074,7.213768308118642
individu,23,4074,5.176886380857601
/etc/gitlab,4,4074,6.926086235666861
hetzner,2,4074,7.619233416226805
route53,3,4074,7.213768308118642
v1.3,3,4074,7.213768308118642
treeconnect,4,4074,6.926086235666861
v1.1,4,4074,6.926086235666861
lfsobjectregistryedg,6,4074,6.520621127558696
color,28,4074,4.980176086611547
dastprofileid,6,4074,6.520621127558696
mutation.escalationpolicyupd,4,4074,6.926086235666861
unsynchron,2,4074,7.619233416226805
production.log,3,4074,7.213768308118642
option,206,4074,2.98450442799717
golang,3,4074,7.213768308118642
/home/git/gitlab/config/database.yml,3,4074,7.213768308118642
goland,2,4074,7.619233416226805
resolut,6,4074,6.520621127558696
balancing.log,3,4074,7.213768308118642
sastciconfigurationoptionsent,6,4074,6.520621127558696
releasesourceedg,6,4074,6.520621127558696
demot,3,4074,7.213768308118642
negatequeu,4,4074,6.926086235666861
obtain,25,4074,5.093504771918551
loadbalanc,12,4074,5.827473946998751
understand,33,4074,4.815873035320271
ping,16,4074,5.53979187454697
palett,9,4074,6.115156019450532
handshak,2,4074,7.619233416226805
upgrad,166,4074,3.200392808430208
namespaceprojectsort,6,4074,6.520621127558696
dai,11,4074,5.914485323988381
eras,3,4074,7.213768308118642
dag,6,4074,6.520621127558696
projectapprovalset,3,4074,7.213768308118642
packagedetailstyp,6,4074,6.520621127558696
asana,6,4074,6.520621127558696
throttl,17,4074,5.4791672527305355
devopsadoptionsegmentconnect,2,4074,7.619233416226805
omniauth,58,4074,4.251937586240332
vulnerabilitiesexternalissuelinkid,6,4074,6.520621127558696
sumratehaproxi,3,4074,7.213768308118642
fluentd,9,4074,6.115156019450532
requirementpermiss,6,4074,6.520621127558696
mutation.revertvulnerabilitytodetect,2,4074,7.619233416226805
incidentmanagementoncallshiftedg,6,4074,6.520621127558696
.vue,3,4074,7.213768308118642
studi,6,4074,6.520621127558696
baseservic,6,4074,6.520621127558696
dastprofileedg,6,4074,6.520621127558696
fingerprint,6,4074,6.520621127558696
gatewai,14,4074,5.673323267171493
vulnerabilitydetailbas,6,4074,6.520621127558696
sherlock,3,4074,7.213768308118642
alertmanagementalertedg,6,4074,6.520621127558696
asciidoctor,3,4074,7.213768308118642
preflight,3,4074,7.213768308118642
jobpermiss,6,4074,6.520621127558696
maven,21,4074,5.267858159063328
iono,2,4074,7.619233416226805
metricsdashboardannotationedg,6,4074,6.520621127558696
hostkeys.secret,4,4074,6.926086235666861
